,favoriteCount,replyCount,retweetCount,text,usersMentioned,Num Of Caps,Num Of Punc,Tweet Length,AAPL,AET,AMZN,AOBC,BA,BAC,C,CAT,DIS,F,FB,GM,GOOGL,GS,IBM,JPM,KO,LMT,MMM,MRK,MS,NFLX,NKE,PFE,PG,RGR,RTN,SNAP,T,TSLA,UHS,UNH,UTX,VSTO,VZ,WFC,WMT,XOM
02-01-2018,1141492.0,231622.0,256737.0,"...peace treaty with Israel. We have taken Jerusalem, the toughest part of the negotiation, off the table, but Israel, for that, would have had to pay more. But with the Palestinians no longer willing to talk peace, why should we make any of these massive future payments to them? It's not only Pakistan that we pay billions of dollars to for nothing, but also many other countries, and others. As an example, we pay the Palestinians HUNDRED OF MILLIONS OF DOLLARS a year and get no appreciation or respect. They don’t even want to negotiate a long overdue... Congratulations to Senator Orrin Hatch on an absolutely incredible career. He has been a tremendous supporter, and I will never forget the (beyond kind) statements he has made about me as President. He is my friend and he will be greatly missed in the U.S. Senate! We will not rest until all of America’s GREAT VETERANS can receive the care they so richly deserve. Tremendous progress has been made in a short period of time. Keep up the great work @SecShulkin @DeptVetAffairs! https://instagram.com/p/BddOPJfAngh/  Democrats are doing nothing for DACA - just interested in politics.  DACA activists and Hispanics will go hard against Dems, will start “falling in love” with Republicans and their President! We are about RESULTS. ....impartial journalists of a much higher standard, lose all of your phony and non-existent “sources,” and treat the President of the United States FAIRLY, so that the next time I (and the people) win, you won’t have to write an apology to your readers for a job poorly done! GL The Failing New York Times has a new publisher, A.G. Sulzberger. Congratulations! Here is a last chance for the Times to fulfill the vision of its Founder, Adolph Ochs, “to give the news impartially, without fear or FAVOR, regardless of party, sect, or interests involved.” Get... Since taking office I have been very strict on Commercial Aviation. Good news - it was just reported that there were Zero deaths in 2017, the best and safest year on record! Sanctions and “other” pressures are beginning to have a big impact on North Korea. Soldiers are dangerously fleeing to South Korea. Rocket man now wants to talk to South Korea for first time. Perhaps that is good news, perhaps not - we will see! Companies are giving big bonuses to their workers because of the Tax Cut Bill. Really great! Thank you to Brandon Judd of the National Border Patrol Council for your kind words on how well we are doing at the Border. We will be bringing in more & more of your great folks and will build the desperately needed WALL! @foxandfriends Crooked Hillary Clinton’s top aid, Huma Abedin, has been accused of disregarding basic security protocols. She put Classified Passwords into the hands of foreign agents. Remember sailors pictures on submarine? Jail! Deep State Justice Dept must finally act? Also on Comey & others The people of Iran are finally acting against the brutal and corrupt Iranian regime. All of the money that President Obama so foolishly gave them went into terrorism and into their “pockets.” The people have little food, big inflation and no human rights. The U.S. is watching!","['SecShulkin', 'DeptVetAffairs', 'foxandfriends']",192.0,118.0,537.0,0.012341272629495168,-0.001381673467650343,0.014513660409556284,0.03248259860788863,0.00368553169907011,0.005042016806722642,-0.009721601263635736,-0.00795963345622945,0.026158844226494175,0.01118210862619813,0.021049105962087675,0.013578976063095136,0.019173368612688,-0.008146762965490204,-0.0016181229773462784,0.002973148833219731,-0.008059224569810343,-0.01074531366459628,-0.0005937738595037265,-0.006538239971726452,-0.010803620576331253,0.025344216460656283,0.01018303930574516,0.0016492028133809071,-0.013816318838475084,0.02242152466367713,-0.006453709359066862,0.017699115044247773,-0.013312851681698525,0.027339740384615487,0.012613822263005515,0.0006334268277364377,0.0020328537602369566,0.03001364256480215,0.00696010158013544,0.0008191185973276717,-0.007150120629905766,0.014435683607730978
02-02-2016,,,,,,,,,-0.009851132044668417,-0.011353769684024179,-0.031403550877193036,0.026573378714527765,-0.01813021107644399,-0.03711790393013099,-0.034400453072134525,-0.00995432457497261,-0.00936167021276599,-0.03682008368200833,-0.0016550696431602608,-0.01133711237079026,-0.02447223860087441,-0.03375798089171977,-0.005902773605607932,-0.014685590623953228,-0.006089039670045911,0.004534591885441645,0.0018971407791081158,0.002784961209468738,-0.03391171001925435,-0.042390652685883934,-0.0074579657251666685,-0.0009943984090156502,0.0016232364401665975,0.026217176499244797,0.006984041101388888,,-0.0022135584453114193,-0.05009873765823441,-0.012334819383259917,-0.009308395197261234,-0.008703725396396087,-0.017354497354497362,-0.013831278130186312,-0.008729111194848113,-0.006537919470820928,0.005391481186373231
02-02-2017,,,,,,,,,0.004297515136017048,-0.006925583255622263,0.004016286223311551,-0.02052510641884937,-0.005881668877088127,-0.0008795514511873616,0.008830383534676982,-0.010551862737739667,-0.005395180338055748,-0.0016260162601627113,-0.0178652228053955,-0.00970072008310874,0.004000012269938608,0.008314774152439077,0.002008873374479143,0.002964192694531311,-0.0002414392658777096,0.004264675271375158,0.00028707286834330945,0.02458494611406381,-0.0014220905764894714,-0.010027764668033925,-0.0037736037735849118,0.00826186870867084,0.0017121447127937273,-0.00682922926829267,0.006707239894455787,,-0.019990480723465095,0.012925855889922743,-0.007919067172563715,-0.010829491488321626,0.002590664274784057,-0.029496367967495225,-0.005356448179718974,0.0032391578189670633,0.005426605693494418,0.0028842447167917876
02-02-2018,677676.0,170789.0,179387.0,"Today, it was my honor to join the great men and women of @DHSgov, @CustomsBorder, @ICEgov and @USCIS at the U.S. Customs and Border Protection National Targeting Center in Sterling, Virginia. Fact sheet: http://45.wh.gov/miUB4K  “Trump the orator outlines the greatness of America to Democrats’ disgust” With 3.5 million Americans receiving bonuses or other benefits from their employers as a result of TAX CUTS, 2018 is off to great start!
✅Unemployment rate at 4.1%.
✅Average earnings up 2.9% in the last year.
✅200,000 new American jobs.
✅#MAGA🇺🇸 “You had Hillary Clinton and the Democratic Party try to hide the fact that they gave money to GPS Fusion to create a Dossier which was used by their allies in the Obama Administration to convince a Court misleadingly, by all accounts, to spy on the Trump Team.” Tom Fitton, JW The top Leadership and Investigators of the FBI and the Justice Department have politicized the sacred investigative process in favor of Democrats and against Republicans - something which would have been unthinkable just a short time ago. Rank & File are great people! The Democrats just aren’t calling about DACA. Nancy Pelosi and Chuck Schumer have to get moving fast, or they’ll disappoint you again. We have a great chance to make a deal or, blame the Dems! March 5th is coming up fast.","['DHSgov', 'CustomsBorder', 'ICEgov', 'USCIS']",111.0,57.0,221.0,-0.03313253012048193,-0.00910550094974022,-0.032110724668732715,-0.020140105078809145,-0.014378519774011257,-0.015104747691268423,-0.020724792861416545,-0.020401809531584037,-0.011368804312018308,-0.015624999999999993,-0.009164726432790371,-0.028896280698809156,-0.007291065156900746,-0.036888855555555565,-0.016512047306964345,-0.018971577285115896,-0.013093939307030225,-0.0065915380281689724,-0.00511299369310144,-0.014307338831846438,-0.027178660830767327,0.01684407984790884,0.0,0.00027330602586384423,-0.01531086992311516,-0.006862705882352929,-0.012982058744137845,0.00883002207505526,-0.02459643926713901,-0.013459998774767522,-0.009300739234358639,-0.004806845493562305,-0.020590810235872826,-0.0026560424966800083,-0.023770038695411944,-0.01928672832430059,-0.006371840107050157,-0.007048020922636698
02-03-2016,,,,,,,,,0.0023878021612217253,0.0009086687621443939,-0.0026471474000859807,-0.01901431897555287,0.00016722394467666505,0.015909090909090973,0.02376331116569779,0.009163592727272771,-0.006859813798706053,0.012251148545176121,0.002461679431072113,0.004999999999999952,-0.004563402779513341,-0.0035541389337641603,0.019446567377260356,0.009459408623996402,0.006901288086006707,-0.004080879528284097,0.00333584455765849,0.012395874251484192,0.00423080769230771,-0.004081226322187027,-0.00479844849648112,-0.004317535559032364,0.011890181125516475,-0.010004182159174854,0.0032873315964775103,,0.012627565485556993,0.025091166931718572,0.012373883607912695,0.0003299018313148701,0.00812575964276577,0.03688522616568086,0.012825495779741538,0.014946764946764881,0.0,0.02161828369184498
02-03-2017,,,,,,,,,-0.007428521428571295,-0.0031558113170536612,-0.00488822140584728,0.0020682006204756007,-0.005489103260869584,-0.017523364485981283,-0.017023330090791176,-0.04193316157849859,-0.003693729729729736,-0.0047169811320755105,-0.0024071851311453945,0.010436152272843143,-0.007544022626254673,-0.009703399973123986,-0.007422509142772497,-0.0184297852850819,0.009268036631747382,-0.0074721561338290795,0.0022695660514779254,-0.004519358444683201,-0.01699241644042419,-0.01843120021517545,-0.0017271674705641798,0.0014509286549892148,-0.005361028329080342,0.005999979999999993,0.00312050434375549,0.020000000000000018,0.004057231309917352,0.003083532811722718,-0.015311816823982893,-0.006000528505206137,-0.010014934375561203,0.020638820638820547,0.005836204585151966,-0.017898963163247968,0.004828230753428984,0.006038647124203606
02-03-2018,882399.0,198594.0,186212.0,"REST IN PEACE BILLY GRAHAM! When a country Taxes our products coming in at, say, 50%, and we Tax the same product coming into our country at ZERO, not fair or smart. We will soon be starting RECIPROCAL TAXES so that we will charge the same thing as they charge us. $800 Billion Trade Deficit-have no choice! We must protect our country and our workers. Our steel industry is in bad shape. IF YOU DON’T HAVE STEEL, YOU DON’T HAVE A COUNTRY! Eric, we are all with you and your family! Look forward to seeing you back on T.V. Alec Baldwin, whose dying mediocre career was saved by his terrible impersonation of me on SNL, now says playing me was agony. Alec, it was agony for those who were forced to watch. Bring back Darrell Hammond, funnier and a far greater talent! When a country (USA) is losing many billions of dollars on trade with virtually every country it does business with, trade wars are good, and easy to win. Example, when we are down $100 billion with a certain country and they get cute, don’t trade anymore-we win big. It’s easy! Good (Great) meeting in the Oval Office tonight with the NRA! Manufacturing growing at the fastest pace in almost two decades! Jobless claims at a 49 year low!",[],125.0,46.0,220.0,0.019733819101843506,0.007433878064726645,0.02120347458231803,0.17187499999999997,0.00833773899021659,0.016388110013235407,0.006970097224821769,-0.01844028637965914,0.009705862745098038,0.015625000000000014,0.019216354864761337,-0.0010675473427396952,0.02472639888705633,0.012235274509803988,0.01112646166558837,0.008274766511920603,0.01086707514450875,0.01250370666666657,0.002698563656148062,0.016454768137621676,0.011082434633957198,0.05761459457469721,0.01509774980140199,0.01125181466249832,0.012996903172901302,0.07086607264643253,0.023883276466925327,0.07011289364230561,0.00972216666666665,0.024894439189434205,0.06832296529197669,0.008870547636334256,0.005571900591457172,-0.04214334484386848,0.008990089525816779,0.008608608875917335,0.017188037717017452,0.008812979153598343
02-05-2016,,,,,,,,,-0.003511780318061221,0.005209217637131945,0.030018667174233807,0.047706470078278454,-0.0027534602339091122,0.013031550068587071,0.0030081434678094652,0.006334815936258976,0.010261354977888945,-0.0036576444769568918,0.006280217155559292,-0.009360343505782938,0.0034975700351987933,0.006663381310111618,-0.008801815076444031,0.0015701366238049946,0.009199012788871362,0.0021483199675964605,0.006216335812020166,0.008204211785021401,0.005904059040590411,0.02986391859909658,0.008461668641056016,0.007370945719565547,0.01187208242459685,0.051206241245136244,0.0033143781304105797,,0.0059171341887608335,0.001242248447204867,0.003440213715641895,-0.0038458260776274597,0.004620309987682201,0.016115529847541502,0.0019523427967132769,0.006165493360491253,0.014560086405279843,0.010086117635678132
02-05-2017,,,,,,,,,-0.00020332114289837175,0.019672671795424666,0.00030632017392723954,0.0018182272727272806,0.0049304757012892594,-0.003388394604472837,0.004373389329295318,-0.007431260607155425,-0.004352746469415519,-0.033628318584070865,-0.003651995660675389,-0.026107333528894192,0.004093142304089048,0.001156248327153723,-0.0021324385081228554,-0.0024218544853171577,0.003933317817368689,0.004847264962546907,0.007019855359297844,0.003039561767383265,-0.007327685245142449,0.0044299051242264915,-0.0009070936303899367,0.0008933590891389364,-0.012257990465597628,0.005067550590075153,0.005472963820397496,-0.01698708015256698,-0.004854317957442862,-0.015771558641975294,0.02894954459967668,-0.004402292506951323,0.0031105759506660346,0.007712030451823683,-0.001956521739130509,0.0014690048011203132,0.002921566948675949,-0.0010956416008721804
02-06-2016,,,,,,,,,0.001229538959621669,0.041475045553145365,0.010083664080927509,-0.003673469387755096,0.0015791235439538227,-0.0006688963210702199,0.002347417790281298,0.014049656034425753,0.0066279290302845234,0.009167303284950419,0.002022057426538757,0.004314669907556372,-0.0024526954280453222,-0.00537030102017164,0.005963719928271149,0.00442614489130684,0.000447427283055388,-0.001259828638562265,-0.003971394536187989,0.006732831444593045,-0.006554916480513989,-0.0013807969363921495,0.005717410444164195,0.005188815370101328,0.00515145351590146,0.0016313362005041805,-0.0048192694694441296,,0.0028401755744902283,-0.002868933063781261,0.013351999311773237,0.013257843484948571,0.005386543640897793,0.008967736149860508,0.005944105291378925,0.002943524390571667,0.0063829361702127125,0.0036277066503538607
